category,name,latitude,longitude,is_closed,rating,url,review_count,transactions,address,zip_code
seafood,Fog Harbor Fish House,37.809041,-122.410233,False,4.0,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,5891,['restaurant_reservation'],"['Pier 39', 'Ste A-202', 'San Francisco, CA 94133']",94133
ramen,Marufuku Ramen SF,37.785155,-122.432075,False,4.5,https://www.yelp.com/biz/marufuku-ramen-sf-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,2777,[],"['1581 Webster St', 'Ste 235', 'San Francisco, CA 94115']",94115
bars,Liholiho Yacht Club,37.78818,-122.41458,False,4.5,https://www.yelp.com/biz/liholiho-yacht-club-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,2352,['restaurant_reservation'],"['871 Sutter St', 'San Francisco, CA 94109']",94109
newamerican,MaMo,37.80384,-122.43366,False,5.0,https://www.yelp.com/biz/mamo-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,87,['restaurant_reservation'],"['3659 Buchanan St', 'San Francisco, CA 94123']",94123
thai,Farmhouse Kitchen Thai Cuisine,37.7602179,-122.4110749,False,4.0,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,2291,"['delivery', 'pickup', 'restaurant_reservation']","['710 Florida St', 'San Francisco, CA 94110']",94110
korean,um.ma,37.7655,-122.46608,False,4.0,https://www.yelp.com/biz/um-ma-san-francisco-3?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,239,['restaurant_reservation'],"['1220 9th Ave', 'San Francisco, CA 94122']",94122
peruvian,Limón Rotisserie,37.7570514,-122.416461,False,4.0,https://www.yelp.com/biz/lim%C3%B3n-rotisserie-san-francisco-3?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,3164,"['pickup', 'restaurant_reservation']","['1001 S Van Ness Ave', 'San Francisco, CA 94110']",94110
korean,Daeho Kalbijjim & Beef Soup,37.78601,-122.42858,False,4.5,https://www.yelp.com/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,632,[],"['1620 Post St', 'San Francisco, CA 94115']",94115
seafood,Scoma's Restaurant,37.808944,-122.418462,False,4.0,https://www.yelp.com/biz/scomas-restaurant-san-francisco-3?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,3715,['restaurant_reservation'],"['1965 Al Scoma Way', 'San Francisco, CA 94133']",94133
newamerican,Gary Danko,37.80587,-122.42058,False,4.5,https://www.yelp.com/biz/gary-danko-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,5492,[],"['800 N Point St', 'San Francisco, CA 94109']",94109
breweries,Barrel Head Brewhouse,37.7757521780078,-122.446032238623,False,4.0,https://www.yelp.com/biz/barrel-head-brewhouse-san-francisco-5?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,543,['restaurant_reservation'],"['1785 Fulton St', 'San Francisco, CA 94117']",94117
tradamerican,The Dorian,37.80065,-122.4365,False,4.0,https://www.yelp.com/biz/the-dorian-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,555,['restaurant_reservation'],"['2001 Chestnut St', 'San Francisco, CA 94123']",94123
burmese,Burma Superstar,37.782787322998,-122.462539672852,False,4.0,https://www.yelp.com/biz/burma-superstar-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,6705,[],"['309 Clement St', 'San Francisco, CA 94118']",94118
hawaiian,Pa'ina Lounge & Restaurant,37.785115,-122.432376,False,4.0,https://www.yelp.com/biz/paina-lounge-and-restaurant-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,583,"['pickup', 'restaurant_reservation', 'delivery']","['1865 Post St', 'San Francisco, CA 94115']",94115
italian,InoVino,37.7658664,-122.4502686,False,4.5,https://www.yelp.com/biz/inovino-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,151,['restaurant_reservation'],"['108B Carl St', 'San Francisco, CA 94117']",94117
indpak,Bhoga,37.76139,-122.43541,False,4.5,https://www.yelp.com/biz/bhoga-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,47,"['delivery', 'pickup']","['468 Castro Sreet', 'San Francisco, CA 94114']",94114
cocktailbars,Tropisueno,37.7853008468227,-122.403918653727,False,4.0,https://www.yelp.com/biz/tropisueno-san-francisco-8?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,4396,['restaurant_reservation'],"['75 Yerba Buena Ln', 'San Francisco, CA 94103']",94103
dimsum,Dumpling House,37.763552,-122.432762,False,4.5,https://www.yelp.com/biz/dumpling-house-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,122,[],"['335 Noe St', 'San Francisco, CA 94114']",94114
tradamerican,House Of Prime Rib,37.79338,-122.4225,False,4.0,https://www.yelp.com/biz/house-of-prime-rib-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,7075,[],"['1906 Van Ness Ave', 'San Francisco, CA 94109']",94109
soulfood,Old Skool Cafe,37.734266,-122.390515,False,4.5,https://www.yelp.com/biz/old-skool-cafe-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,548,['restaurant_reservation'],"['1429 Mendell St', 'San Francisco, CA 94124']",94124
seafood,Skool,37.7685096967036,-122.402136325836,False,4.0,https://www.yelp.com/biz/skool-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1738,"['pickup', 'restaurant_reservation']","['1725 Alameda St', 'San Francisco, CA 94103']",94103
pizza,Zero Zero,37.78163,-122.40204,False,4.0,https://www.yelp.com/biz/zero-zero-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,3268,"['pickup', 'restaurant_reservation']","['826 Folsom St', 'San Francisco, CA 94107']",94107
japanese,Nara Restaurant & Sake Bar,37.7721665317965,-122.430675700307,False,4.5,https://www.yelp.com/biz/nara-restaurant-and-sake-bar-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1010,['restaurant_reservation'],"['518 Haight St', 'San Francisco, CA 94117']",94117
spanish,Coqueta,37.7984671979957,-122.396616339684,False,4.0,https://www.yelp.com/biz/coqueta-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,2060,['pickup'],"['The Embarcadero', 'Pier 5', 'San Francisco, CA 94105']",94105
lounges,The View Lounge,37.7853662725987,-122.404355941664,False,4.0,https://www.yelp.com/biz/the-view-lounge-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1738,[],"['780 Mission St', 'San Francisco, CA 94103']",94103
bbq,Jang Soo BBQ,37.780196,-122.487262,False,4.0,https://www.yelp.com/biz/jang-soo-bbq-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,548,"['pickup', 'restaurant_reservation', 'delivery']","['6314 Geary Blvd', 'San Francisco, CA 94121']",94121
cocktailbars,Rooftop 25,37.77851,-122.39432,False,4.0,https://www.yelp.com/biz/rooftop-25-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,146,['restaurant_reservation'],"['25 Lusk St', 'San Francisco, CA 94107']",94107
mediterranean,Noosh,37.7880771447147,-122.43393894285,False,4.0,https://www.yelp.com/biz/noosh-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,291,[],"['2001 Fillmore St', 'San Francisco, CA 94115']",94115
ramen,Hinodeya Ramen Bar,37.7861574638014,-122.430057115853,False,4.0,https://www.yelp.com/biz/hinodeya-ramen-bar-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1012,[],"['1737 Buchanan St', 'San Francisco, CA 94115']",94115
caribbean,Palm House,37.797772,-122.432887,False,4.0,https://www.yelp.com/biz/palm-house-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,830,"['pickup', 'restaurant_reservation', 'delivery']","['2032 Union St', 'San Francisco, CA 94123']",94123
japanese,Gozu,37.79123,-122.391975,False,4.5,https://www.yelp.com/biz/gozu-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,31,[],"['201 Spear St', 'Ste 120', 'San Francisco, CA 94105']",94105
mexican,Tacorea,37.7897794,-122.410717,False,4.5,https://www.yelp.com/biz/tacorea-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1637,[],"['809 Bush St', 'San Francisco, CA 94108']",94108
german,Leopold's,37.79892,-122.42207,False,4.5,https://www.yelp.com/biz/leopolds-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1045,"['delivery', 'pickup']","['2400 Polk St', 'San Francisco, CA 94109']",94109
dimsum,Dumpling Time,37.7697533,-122.4022546,False,4.0,https://www.yelp.com/biz/dumpling-time-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1745,"['delivery', 'pickup']","['11 Division St', 'San Francisco, CA 94103']",94103
bars,Cockscomb,37.77865,-122.39733,False,4.0,https://www.yelp.com/biz/cockscomb-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1235,['restaurant_reservation'],"['564 4th St', 'San Francisco, CA 94107']",94107
greek,Kitchen Istanbul,37.782849,-122.46321,False,4.5,https://www.yelp.com/biz/kitchen-istanbul-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,472,['delivery'],"['349 Clement St', 'San Francisco, CA 94118']",94118
sushi,KUSAKABE,37.7957017702111,-122.402884835582,False,4.5,https://www.yelp.com/biz/kusakabe-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,880,['restaurant_reservation'],"['584 Washington St', 'San Francisco, CA 94111']",94111
pizza,Delarosa,37.7856178857509,-122.404516608598,False,4.0,https://www.yelp.com/biz/delarosa-san-francisco-3?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1241,['restaurant_reservation'],"['37 Yerba Buena Ln', 'San Francisco, CA 94103']",94103
mexican,Padrecito,37.7656775,-122.4500746,False,4.0,https://www.yelp.com/biz/padrecito-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,904,['restaurant_reservation'],"['901 Cole St', 'San Francisco, CA 94117']",94117
italian,Seven Hills,37.7981712,-122.4186984,False,4.5,https://www.yelp.com/biz/seven-hills-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1018,[],"['1896 Hyde St', 'San Francisco, CA 94109']",94109
gastropubs,Myriad Gastropub,37.757248,-122.418733,False,4.5,https://www.yelp.com/biz/myriad-gastropub-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,602,"['pickup', 'restaurant_reservation', 'delivery']","['2491 Mission St', 'San Francisco, CA 94110']",94110
seafood,PPQ Dungeness Island,37.78233,-122.484454,False,4.0,https://www.yelp.com/biz/ppq-dungeness-island-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,3027,"['delivery', 'pickup', 'restaurant_reservation']","['2332 Clement St', 'San Francisco, CA 94121']",94121
thai,Kin Khao,37.7852278803726,-122.409348137336,False,4.0,https://www.yelp.com/biz/kin-khao-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,2072,[],"['55 Cyril Magnin St', 'San Francisco, CA 94102']",94102
gastropubs,Hogwash,37.7891754,-122.4099292,False,4.5,https://www.yelp.com/biz/hogwash-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1042,[],"['582 Sutter St', 'San Francisco, CA 94102']",94102
italian,The Italian Homemade Company,37.801752,-122.411851,False,4.5,https://www.yelp.com/biz/the-italian-homemade-company-san-francisco-8?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1449,"['delivery', 'pickup']","['716 Columbus Ave', 'San Francisco, CA 94133']",94133
southern,Rusty's Southern,37.7844,-122.41855,False,4.5,https://www.yelp.com/biz/rustys-southern-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,985,['restaurant_reservation'],"['750 Ellis St', 'San Francisco, CA 94109']",94109
steak,Lolinda,37.7566615,-122.4190868,False,4.0,https://www.yelp.com/biz/lolinda-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1939,[],"['2518 Mission St', 'San Francisco, CA 94110']",94110
mediterranean,Troya,37.7893743915288,-122.434076070785,False,4.0,https://www.yelp.com/biz/troya-san-francisco-3?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,564,"['delivery', 'pickup', 'restaurant_reservation']","['2125 Fillmore St', 'San Francisco, CA 94115']",94115
cajun,Voodoo Love,37.7717904,-122.416668876,False,4.0,https://www.yelp.com/biz/voodoo-love-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,46,"['delivery', 'pickup', 'restaurant_reservation']","['1599 Howard St', 'San Francisco, CA 94103']",94103
caribbean,Cha Cha Cha,37.7691434,-122.4520399,False,4.0,https://www.yelp.com/biz/cha-cha-cha-san-francisco-4?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,3209,['delivery'],"['1801 Haight St', 'San Francisco, CA 94117']",94117
himalayan,Dancing Yak,37.76852,-122.42259,False,4.5,https://www.yelp.com/biz/dancing-yak-san-francisco-9?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,398,"['pickup', 'restaurant_reservation', 'delivery']","['280 Valencia St', 'San Francisco, CA 94103']",94103
french,Chapeau!,37.78327,-122.46066,False,4.5,https://www.yelp.com/biz/chapeau-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,2690,"['pickup', 'delivery']","['126 Clement St', 'San Francisco, CA 94118']",94118
seafood,Betty Lou's Seafood & Grill,37.798272477416,-122.407057508826,False,4.5,https://www.yelp.com/biz/betty-lous-seafood-and-grill-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,719,[],"['318 Columbus Ave', 'San Francisco, CA 94133']",94133
fondue,Fondue Cowboy,37.7776832580566,-122.407096862793,False,4.0,https://www.yelp.com/biz/fondue-cowboy-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,608,['restaurant_reservation'],"['1052 Folsom St', 'San Francisco, CA 94103']",94103
newamerican,Lark,37.761243,-122.434248,False,4.0,https://www.yelp.com/biz/lark-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,285,['restaurant_reservation'],"['4068 18th St', 'San Francisco, CA 94114']",94114
seafood,Golden Crab House,37.76368,-122.47777,False,4.0,https://www.yelp.com/biz/golden-crab-house-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,184,"['pickup', 'restaurant_reservation', 'delivery']","['1830 Irving St', 'San Francisco, CA 94122']",94122
dimsum,Dragon Beaux,37.780504,-122.480709,False,4.0,https://www.yelp.com/biz/dragon-beaux-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1521,"['pickup', 'restaurant_reservation', 'delivery']","['5700 Geary Blvd', 'San Francisco, CA 94121']",94121
korean,Barnzu,37.7863649,-122.4150261,False,4.5,https://www.yelp.com/biz/barnzu-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,215,['restaurant_reservation'],"['711 Geary St', 'San Francisco, CA 94109']",94109
mediterranean,Berber,37.79604,-122.42214,False,4.5,https://www.yelp.com/biz/berber-san-francisco-4?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,200,"['pickup', 'restaurant_reservation', 'delivery']","['1516 Broadway St', 'San Francisco, CA 94109']",94109
laotian,Lao Table,37.7875137329102,-122.398719787598,False,4.0,https://www.yelp.com/biz/lao-table-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1018,"['pickup', 'restaurant_reservation', 'delivery']","['149 2nd St', 'San Francisco, CA 94105']",94105
cajun,Supreme Crab,37.8079827736506,-122.416533181117,False,4.0,https://www.yelp.com/biz/supreme-crab-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,328,"['pickup', 'restaurant_reservation', 'delivery']","['245 Jefferson St', '2fl', 'San Francisco, CA 94133']",94133
italian,Osteria Bella,37.78148,-122.46085,False,4.5,https://www.yelp.com/biz/osteria-bella-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,94,['restaurant_reservation'],"['3848 Geary Blvd', 'San Francisco, CA 94118']",94118
italian,The Italian Homemade Company,37.79742,-122.43097,False,4.5,https://www.yelp.com/biz/the-italian-homemade-company-san-francisco-6?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,886,"['pickup', 'delivery']","['1919 Union St', 'San Francisco, CA 94123']",94123
hotpot,Mokuku,37.78317,-122.4629,False,4.0,https://www.yelp.com/biz/mokuku-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,121,[],"['332 Clement St', 'San Francisco, CA 94118']",94118
ramen,Oji,37.786171,-122.429681,False,4.0,https://www.yelp.com/biz/oji-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,62,"['pickup', 'delivery']","['1740 Buchanan St', 'San Francisco, CA 94115']",94115
moroccan,Khamsa,37.76654,-122.41798,False,4.0,https://www.yelp.com/biz/khamsa-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,201,"['pickup', 'restaurant_reservation']","['1503 15th St', 'San Francisco, CA 94103']",94103
mexican,Nick's Crispy Tacos,37.79607,-122.42196,False,4.0,https://www.yelp.com/biz/nicks-crispy-tacos-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,3317,"['pickup', 'restaurant_reservation', 'delivery']","['1500 Broadway', 'San Francisco, CA 94109']",94109
steak,5A5 Steak Lounge,37.7969972,-122.4000609,False,4.0,https://www.yelp.com/biz/5a5-steak-lounge-san-francisco-4?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,2191,['restaurant_reservation'],"['244 Jackson St', 'San Francisco, CA 94111']",94111
basque,Bask,37.7962703,-122.4041447,False,4.0,https://www.yelp.com/biz/bask-san-francisco-2?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,631,"['pickup', 'restaurant_reservation']","['42 Columbus Ave', 'San Francisco, CA 94111']",94111
seafood,Hook Fish,37.7623772,-122.5065697,False,4.5,https://www.yelp.com/biz/hook-fish-san-francisco-5?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,471,[],"['4542 Irving St', 'San Francisco, CA 94122']",94122
breakfast_brunch,Plain Jane,37.75497,-122.4235,False,4.5,https://www.yelp.com/biz/plain-jane-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,180,['restaurant_reservation'],"['1000 Guerrero St', 'San Francisco, CA 94110']",94110
arabian,Beit Rima,37.76872,-122.42943,False,4.5,https://www.yelp.com/biz/beit-rima-san-francisco-3?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,275,[],"['138 Church St', 'San Francisco, CA 94114']",94114
japanese,Marugame Udon,37.72856,-122.47688,False,4.0,https://www.yelp.com/biz/marugame-udon-san-francisco-4?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,1614,[],"['3251 20th Ave', 'Space 184', 'San Francisco, CA 94132']",94132
cocktailbars,The Snug,37.79094,-122.43443,False,4.0,https://www.yelp.com/biz/the-snug-san-francisco?adjust_creative=yzp0gecDlqYyzBkJGmyuPg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=yzp0gecDlqYyzBkJGmyuPg,180,[],"['2301 Fillmore St', 'San Francisco, CA 94115']",94115
