category,name,latitude,longitude,is_closed,rating,image_url,review_count,transactions,region
ramen,Hinodeya,37.78555,-122.396384,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/DjdWo1aHVem5Kzm5C5wy5Q/o.jpg,34,[],region
sandwiches,The GrilledCheezGuy,37.7811359,-122.410358,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/iqsSd5bok8_CKtlgwDhJSQ/o.jpg,169,[],region
newamerican,Chambers,37.7831646,-122.4179174,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/oye12LTR8BHm_U1BVok3Qg/o.jpg,966,[],region
sushi,Sushi Shio,37.769617,-122.422573,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/K2ug4MR2EH2Sw07k42fMyA/o.jpg,4,['restaurant_reservation'],region
halal,The Halal Guys,37.786352,-122.4104376,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/7FoB44yKUFcrrbX0e4VEbw/o.jpg,788,['delivery'],region
chinese,Z & Y Bistro,37.79639,-122.4055142,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/Yj-LH120YcNhe_isV7oSGQ/o.jpg,126,['restaurant_reservation'],region
korean,KKOCHI Grilled Korean BBQ,37.78781,-122.41366,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/zIBtTUROwf2M1KIfY7E8Bw/o.jpg,94,"['delivery', 'pickup']",region
burgers,Wipeout Bar & Grill,37.8089998891953,-122.410252690316,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/Wn5PS4dCfGZfnSV1sVZIeg/o.jpg,1369,['restaurant_reservation'],region
breakfast_brunch,Beachside Coffee Bar & Kitchen,37.76056,-122.50825,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/jej0yvIf9808U7W8KKQvEQ/o.jpg,826,[],region
themedcafes,KitTea Cat Cafe,37.7739346,-122.4222081,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/_HgzPaHPXRJlCPQB0o3e-A/o.jpg,739,['pickup'],region
mideastern,Maykadeh,37.80002,-122.40714,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/HEuTyVMxN-5qj86LO2iVlQ/o.jpg,841,"['delivery', 'pickup']",region
salvadoran,Manitas Cafe,37.77351,-122.45071,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/Mo38hLxTF1nFEu8smoKnpQ/o.jpg,88,[],region
mexican,Colibri Mexican Bistro,37.7871606463558,-122.410636659841,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/njCGxZ8vEjR57-lRKVCWOg/o.jpg,2361,"['restaurant_reservation', 'delivery', 'pickup']",region
newamerican,The Saratoga,37.787329020702,-122.418082801733,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/TOuOdAuiYNQU92EkJEutug/o.jpg,311,[],region
newamerican,Presidio Social Club,37.7971000224352,-122.447941750288,False,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/qreErHOvYWtqheWxsZtrvg/o.jpg,1170,[],region
karaoke,Underground Grill King,37.7534250865583,-122.490818600292,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/iVbzuN1WTL2Nd03wYCPOcQ/o.jpg,74,['delivery'],region
sandwiches,Cafe Reverie,37.766169,-122.449763,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/mNkgwcRGSCWCvziudpZNZw/o.jpg,561,[],region
pizza,Pizza Squared,37.771485,-122.405001,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/pd23QFmh0yGQ6-tjx_mU8g/o.jpg,111,[],region
sportsbars,Hardwood Bar & Smokery,37.77045,-122.40499,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/C1fkdzMnkNpEI6iw3UzOBw/o.jpg,102,"['delivery', 'pickup']",region
sportsbars,After Hours,37.74227,-122.49901,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/pNgS799R6U-Ydb8H6_r2bg/o.jpg,104,"['delivery', 'pickup']",region
chickenshop,Rooster & Rice,37.76085,-122.43365,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/nV3sIhTnPFfq-ZiSFWE9Ew/o.jpg,25,[],region
izakaya,Noren Izakaya,37.800326,-122.411083,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/2P8TOEx-wrM7dzVUn3gzkg/o.jpg,44,['restaurant_reservation'],region
foodtrucks,808 Poke Shack,37.7701701098892,-122.411985062063,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/ZxDv2mCoZsxo0R8T86_kSQ/o.jpg,72,[],region
thai,One Waan,37.73316,-122.434448,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/7LbkuB2QFDxkB3fUWubVQg/o.jpg,225,"['restaurant_reservation', 'delivery', 'pickup']",region
italian,Magic Flute Ristorante,37.7874104,-122.4530909,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/qPrJrqlK4UmKOBHW4TFkBw/o.jpg,543,[],region
ethiopian,Massawa Restaurant,37.799714357237,-122.408007364852,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/f_-srGHdq-U9OofpoyC17g/o.jpg,265,"['delivery', 'pickup']",region
mediterranean,Dunya Bistro,37.79165,-122.42111,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/S93dbto58xRQcoWmEE1i6w/o.jpg,559,[],region
bars,Coin-Op Game Room,37.779267,-122.398018,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/geJRaxJHsU-h-4LcedWvAg/o.jpg,503,[],region
peruvian,Mochica,37.76242,-122.39718,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/8beUqtvi8E1tqki3aDWvjg/o.jpg,489,"['delivery', 'pickup']",region
sushi,Tsubasa Sushi,37.77722,-122.4233,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/qoSrZaA8xC0UPVSYpM0E0w/o.jpg,397,['restaurant_reservation'],region
pizza,Gusto Pinsa Romana,37.7896740586658,-122.413919270039,False,5.0,https://s3-media1.fl.yelpcdn.com/bphoto/Mz8_apcnqBm01hzlF4URag/o.jpg,251,"['delivery', 'pickup']",region
sandwiches,Wooly Pig,37.760662161462,-122.388421141818,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/MubiKnOtDnXDTwuulb_3Pw/o.jpg,656,[],region
sportsbars,Rumors,37.7754681,-122.4066365,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/Rk2eOVlOrbmrFZhOLdiHvQ/o.jpg,260,['pickup'],region
dimsum,Golden Saba Seafood,37.79552,-122.40434,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/o6dIVHJX1jshysNmeXoiww/o.jpg,131,[],region
newamerican,Heritage Restaurant & Bar,37.78305,-122.46684,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/2K3FLSIdJOC9RMOPa47vfQ/o.jpg,190,[],region
japanese,Family Cafe,37.79852,-122.40739,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/CjWloiGHMPKM60uL5EMPNw/o.jpg,27,[],region
wine_bars,Union Larder,37.79882,-122.41926,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/H_Ce4nfy_xBGMYGaUvIIsw/o.jpg,137,[],region
italian,The Stinking Rose,37.7982486,-122.4073904,False,3.5,https://s3-media4.fl.yelpcdn.com/bphoto/8STC7tfsf_vEM_MIB0qlog/o.jpg,3929,[],region
vietnamese,Turtle Tower,37.7839535,-122.4178971,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/PbCgvsR11uj7_1DGEtngfg/o.jpg,741,['delivery'],region
bars,Bon Voyage,37.76361,-122.42205,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/mA4nNtdsnzKuwIbxYBJozQ/o.jpg,114,[],region
burgers,Burger Shack,37.80548,-122.41212,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/B4n-WqplJSnw0DhPoCwEtA/o.jpg,243,"['pickup', 'delivery']",region
wine_bars,La Marsa,37.7871734,-122.4107772,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/AfunwwLGXmYbN2JMwWG2LA/o.jpg,220,"['pickup', 'delivery']",region
icecream,Belly Good Cafe & Crepes,37.785091,-122.430635,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/IYFhyO8h9YyMTz5p9_RAGg/o.jpg,1286,[],region
french,Petit Crenn,37.7762604,-122.4264908,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/lN6gmJmUA9m9UhHEFYI4Qg/o.jpg,425,[],region
restaurants,PLATFORM 248,37.77417,-122.41258,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/nNG2UuGQAfcqXDB99Fpbog/o.jpg,168,"['pickup', 'delivery']",region
newamerican,Stem Kitchen & Garden,37.7659063,-122.3874446,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/LMGgWYys6o9IfwZp0ZHr1A/o.jpg,386,[],region
breakfast_brunch,Lapisara Eatery,37.7878344,-122.4131853,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/S4tlnUPQJMsjK_-aNGgP9w/o.jpg,673,[],region
mideastern,Sababa,37.78934,-122.399651,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/b3hLAQyi2uW9F9DK7HVXmA/o.jpg,9,[],region
seafood,Pacific Catch,37.76567,-122.46619,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/GCgGSWe-osFZBahQNkjRSw/o.jpg,1765,['pickup'],region
sushi,NAKAMA Sushi,37.774872,-122.421051,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/ZjOpb8o7tZDb3z7rzS5vFw/o.jpg,70,[],region
burgers,Next Level Burger,37.7644788,-122.4032778,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/69J5hbstB26YVTW1qu2LDg/o.jpg,177,"['pickup', 'delivery']",region
thai,New Thai Elephant,37.80539,-122.41333,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/b4M1V4PvhSeM5ES5EANsXw/o.jpg,55,"['pickup', 'delivery']",region
sushi,Izakaya Muji,37.76237,-122.46657,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/7MIo_U5rps7rBAGDSueYcA/o.jpg,14,[],region
asianfusion,U :Dessert Story Vintage Brunch+Dessert,37.79922,-122.43548,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/Q6LEGDFExQa0OOnOQSE3GA/o.jpg,171,"['pickup', 'restaurant_reservation', 'delivery']",region
spanish,The Commissary,37.7997587209683,-122.459699660711,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/srMW70uO2XCUsDIrFYg7yA/o.jpg,351,[],region
vietnamese,Miss SaiGon,37.7807121276855,-122.408767700195,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/N2sateAFf32mx6Zj5xsMXw/o.jpg,1087,"['pickup', 'delivery']",region
cafes,Cool Cravings,37.78479,-122.4403534,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/J8WNdZ-lqq9_vZqLMgjeGw/o.jpg,129,"['pickup', 'delivery']",region
newamerican,South Park Cafe,37.78167,-122.39445,False,5.0,https://s3-media3.fl.yelpcdn.com/bphoto/CxCvLPWWIPPhfNLLCDrR5w/o.jpg,32,[],region
turkish,Park Gyros - Castro,37.76173,-122.43479,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/k1eHyP_cfg6qHeqc1mJ_IQ/o.jpg,196,"['pickup', 'delivery']",region
japanese,Sake Bomb,37.75288,-122.40984,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/MvRKwCx67_RrBZLBxUFhSA/o.jpg,91,"['pickup', 'restaurant_reservation', 'delivery']",region
italian,Dispensa Italian Charcoal Kitchen,37.78278,-122.411046,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/ZqbCpBB1ewbp_kFLf6ZB4A/o.jpg,83,[],region
italian,Flour + Water,37.75892,-122.41231,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/B4OeMgtYwBqxnbkLT7bOmg/o.jpg,2276,[],region
italian,Fiore Caffè,37.7518694874495,-122.422624123279,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/8RkTydo9pXrjYWSBv3ATUQ/o.jpg,331,"['pickup', 'restaurant_reservation', 'delivery']",region
japanese,IZUMIYA,37.784977,-122.431763,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/jScy1xVjz82pWlwT4bs3mA/o.jpg,25,[],region
newamerican,Fog City,37.803563,-122.401923,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/91k9C8CNF3qHaDB87lRW7g/o.jpg,729,['restaurant_reservation'],region
sushi,Hikari Bullet Train Sushi & Bar,37.7855731526273,-122.430400329302,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/r4CVR_wxRZoRoTEOfyLIyA/o.jpg,179,['restaurant_reservation'],region
sportsbars,San Francisco Athletic Club,37.785973,-122.439697,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/xFqwNTPCq9Lmz-kYwaKTww/o.jpg,233,"['pickup', 'restaurant_reservation', 'delivery']",region
hotdog,Grem’s Good Dog,37.77045,-122.41829,True,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/WrUS1_vRpUl4qgDizaZQqg/o.jpg,66,"['pickup', 'delivery']",region
breakfast_brunch,Early To Rise,37.7953932,-122.4131214,False,5.0,https://s3-media1.fl.yelpcdn.com/bphoto/D3BUDvUWLmHel2LSuD5aMg/o.jpg,166,[],region
vegan,Gracias Madre,37.761606,-122.419241,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/3jcSueo047Fwx7EySA964w/o.jpg,3187,"['pickup', 'delivery']",region
mediterranean,Sumac,37.799617,-122.417342,False,5.0,https://s3-media4.fl.yelpcdn.com/bphoto/jYhXS6W5PZ9XVQrDG-F-Sg/o.jpg,13,"['pickup', 'delivery']",region
coffee,Cafe de Casa,37.8061099,-122.41892,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/Y2Nf-w5BfjvsI5xJfi8XIA/o.jpg,396,['pickup'],region
pubs,Richmond Republic Draught House,37.78313,-122.46623,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/8y2lovK7qHo4HZXOqnY7GQ/o.jpg,368,"['pickup', 'delivery']",region
newamerican,Whitechapel SF,37.7824077817325,-122.418771721423,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/3JoO3F2JXpq7thJLnIOyYg/o.jpg,456,['restaurant_reservation'],region
bakeries,Craftsman and Wolves,37.7609695,-122.4218206,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/uXIQq9jt4QZzUvFtts9S-Q/o.jpg,1509,[],region
cocktailbars,Violet's,37.78181,-122.48396,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/k3xKEWC73DtkGN8xgPGHIw/o.jpg,153,[],region
ramen,Iza Ramen SOMA,37.77563,-122.40882,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/q6U6nCidcYjbvjqdxKjZbg/o.jpg,463,"['pickup', 'delivery']",region
italian,Il Casaro Pizzeria & Mozzarella Bar - North Beach Location,37.79852,-122.40739,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/ef3tF8ogJIycWxOd9cKCsw/o.jpg,1115,"['pickup', 'delivery']",region
brazilian,Fogo de Chão Brazilian Steakhouse,37.785025,-122.399917,False,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/hDO41owFaZZv8yGAiMsGOQ/o.jpg,896,[],region
indpak,Bon AppeTikka,37.751438,-122.435573,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/iD7bQ10GTJya0qrlfU7pzw/o.jpg,46,"['pickup', 'delivery']",region
tradamerican,Eat Americana,37.7758785,-122.4966642,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/gvxYucomdRwFDleglWYTCA/o.jpg,253,['pickup'],region
italian,PRAIRIE,37.76003,-122.41984,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/1iW52whx-6AcK3jEUSeeXg/o.jpg,133,[],region
sushi,Moshi Moshi,37.76318,-122.38908,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/Lx6YiY-pqiRCfc2rMuIfyg/o.jpg,679,['restaurant_reservation'],region
french,O' by Claude Le Tohic,37.78638,-122.40736,False,5.0,https://s3-media3.fl.yelpcdn.com/bphoto/NNjo45JqfzC7iyqH9Ogx1g/o.jpg,44,[],region
greek,Goood Frikin Chicken,37.74427,-122.42134,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/qouGtc0EzXaQbBEjP0xnhA/o.jpg,895,"['pickup', 'delivery']",region
japanese,Kazan,37.7526397705078,-122.408447265625,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/YFjJ96YGoB-U2j0GFpZ7UQ/o.jpg,396,[],region
wine_bars,Bodega,37.80135,-122.41129,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/gBR1hPilYRDzWHnsnH6TYA/o.jpg,212,[],region
newamerican,Nightbird,37.7765624073566,-122.422850296141,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/5WCS40BAXVDyqc1EZET2xg/o.jpg,151,[],region
pizza,Slice House Haight by Tony Gemignani,37.76963,-122.44754,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/sTuPboYlWTmVfphoCU5pFw/o.jpg,244,"['pickup', 'delivery']",region
german,Radhaus,37.8068092801257,-122.431423098043,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/3RdGFsXcLrxpFVxPzWYR7Q/o.jpg,158,[],region
moroccan,Marrakech Moroccan Restaurant,37.785945,-122.411796,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/erp5TNtRSUMm1O8fL-vcLQ/o.jpg,540,"['pickup', 'restaurant_reservation', 'delivery']",region
gastropubs,Mikkeller Bar,37.783976,-122.408981,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/Y28fOlP0sS9ZBPFE2qUzkg/o.jpg,1215,[],region
beer_and_wine,Common Sage,37.7913965249709,-122.420708946884,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/oC09o82tsxVAaHwGWv9G0g/o.jpg,215,['delivery'],region
newamerican,Little Gem,37.778,-122.42353,False,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/tyFFQ9EYLZLSjNsWzweJZw/o.jpg,425,[],region
japanese,Kinjo,37.7971041431593,-122.421909570694,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/rI19HpfTlxieGw-2dF_Xkg/o.jpg,126,['restaurant_reservation'],region
tradamerican,Counter Offer,37.7603002510241,-122.417151282963,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/ujNvVNN-bPF5K5d8CE9XrA/o.jpg,34,['delivery'],region
beergardens,Ocean Ale House,37.72426,-122.45672,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/D_ljKcPpDfqUAr1xqNwFIA/o.jpg,235,[],region
venues,Palette SF,37.781794,-122.401819,False,4.5,https://s3-media1.fl.yelpcdn.com/bphoto/Hbp009XuBSG1TQ-4f04fig/o.jpg,44,[],region
seafood,ATwater Tavern,37.7742624060048,-122.387184295116,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/28u8fOilv7enAxgpKwtwdA/o.jpg,320,['restaurant_reservation'],region
mexican,Taqueria Los Mayas,37.7828267189761,-122.462883666158,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/HUilRp1UDYHxD5GqUMWHgA/o.jpg,299,"['pickup', 'delivery']",region
breakfast_brunch,Cafe Réveille,37.7710554824632,-122.432099291995,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/MTmSFYXeqVG_exqJwiWHDA/o.jpg,103,['pickup'],region
ramen,Teruya Ramen & Drink,37.78143,-122.46186,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/pIGyngqoiasp9ci9jv6row/o.jpg,58,"['pickup', 'delivery']",region
asianfusion,Slurp Noodle Bar,37.76149,-122.43469,False,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/CCrPINJ2DVw1xB1utRhGJg/o.jpg,437,"['pickup', 'delivery']",region
hotpot,Simmer,37.74276,-122.47759,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/D2UUKUx-LtSSOObDuHdS0w/o.jpg,220,[],region
vietnamese,Dinosaurs Vietnamese Sandwiches,37.774824,-122.4034177,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/W_jxkY4y3FFB2WsBhapYnA/o.jpg,151,['pickup'],region
sports_clubs,SPIN - San Francisco,37.7841835021973,-122.398963928223,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/T8ABuI4X7Uqvwqt3CUAr_w/o.jpg,283,[],region
pizza,Long Bridge Pizza,37.7595199,-122.3881765,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/1LOkGBoG8jdAPtHPE9zzIw/o.jpg,469,[],region
tradamerican,Boogaloos,37.75548,-122.42068,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/V0M0y46UIsT0zL8KZWTvNw/o.jpg,1086,[],region
sandwiches,Fiery Cafe,37.7543516032916,-122.477947957814,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/ciEmQiR7Mf1yT2kIRcmjJQ/o.jpg,8,"['pickup', 'delivery']",region
cantonese,Ken Kee Cafe,37.78201,-122.48191,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/PrydbbW0HGMnpK5XLlg7zQ/o.jpg,20,[],region
sandwiches,Mission Picnic,37.75722,-122.42085,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/HMI1IT2r0WgBuPED_sMebg/o.jpg,316,"['pickup', 'delivery']",region
burgers,Halal Wings Plus,37.7862701416016,-122.413299560547,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/iHSM7pg64t6cAmW4fDRbig/o.jpg,440,[],region
latin,Fresca,37.7639084,-122.465889,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/ctY8KeWI7w_-GwfY4sbKLg/o.jpg,278,"['pickup', 'restaurant_reservation', 'delivery']",region
pancakes,Gram Cafe & Pancakes,37.72856,-122.47688,False,3.0,https://s3-media3.fl.yelpcdn.com/bphoto/D4vlkhxkWCk13t6nixtUbw/o.jpg,372,['restaurant_reservation'],region
cocktailbars,Miller's Rest,37.78772,-122.41816,False,4.5,https://s3-media4.fl.yelpcdn.com/bphoto/B90X_f4odFbJk94XbGKpQA/o.jpg,176,[],region
italian,Luna Blu,37.87305,-122.45672,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/i-XFl3XAezeAvn2dbaMoqQ/o.jpg,578,['pickup'],region
chinese,Eight Tables by George Chen,37.7984516089432,-122.407781330184,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/4ZymlTS6U6qdmNva10-Mkg/o.jpg,116,[],region
irish,Johnny Foley's,37.78608,-122.40865,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/DEU1OGS_F_gvQMkvMmS_zA/o.jpg,1290,[],region
mediterranean,Pharaohs Mediterranean Sandwiches,37.7867601449054,-122.413430582716,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/Xs0IPBkbd46JaAnq_ay1pw/o.jpg,426,"['pickup', 'delivery']",region
ramen,Ramenwell,37.7619720328061,-122.418856810102,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/wMc-xJYPzvuKkDvLbk8XVg/o.jpg,123,"['pickup', 'delivery']",region
breweries,Black Sands,37.771454,-122.433853,False,3.5,https://s3-media2.fl.yelpcdn.com/bphoto/U2LdIFJL4U1ULlQF1NLGrg/o.jpg,314,"['pickup', 'delivery']",region
newamerican,Aliment,37.79012,-122.41019,False,4.0,https://s3-media4.fl.yelpcdn.com/bphoto/2kPZ-Kj5xLWwIJYflsexJw/o.jpg,584,['pickup'],region
halal,Pakwan Restaurant,37.723777,-122.45397,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/sMlry4VXZJgAqStmp2VfAg/o.jpg,304,[],region
wine_bars,Barrio,37.7995429440611,-122.410825960609,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/yvjvo0kwUf_ShlWhh4oX5w/o.jpg,82,[],region
newamerican,International Smoke San Francisco,37.7909012077997,-122.395915071095,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/iuw4PZg3wJeM_39hOkhb-g/o.jpg,1160,[],region
argentine,El Sur,37.76573,-122.40202,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/kf0aBmefap0nPBdiKbBjpQ/o.jpg,123,"['pickup', 'delivery']",region
hotpot,Fiery Hot Pot Buffet,37.7429507985095,-122.483775056899,False,4.5,https://s3-media2.fl.yelpcdn.com/bphoto/aBAS0PK6mf66GWrOeb1Fyw/o.jpg,324,[],region
steak,Alexander's Steakhouse,37.7793,-122.39568,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/LccMcK4oOLmAD7A6NVsf7w/o.jpg,1697,[],region
sushi,Wasabi Bistro,37.7604103,-122.4351501,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/RtwSVxVChNUj4UOOX5OoZQ/o.jpg,453,"['pickup', 'delivery']",region
cocktailbars,Rambler,37.78771,-122.41071,False,3.5,https://s3-media1.fl.yelpcdn.com/bphoto/vYKeJjk9VXtuJI5ksyjEww/o.jpg,453,['restaurant_reservation'],region
pizza,Carmel Pizza Company,37.8075970299193,-122.417328357697,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/8LLtWgfeR68B42vLAu55AA/o.jpg,802,"['pickup', 'delivery']",region
newamerican,Eagle Cafe,37.8087806352976,-122.410323630059,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/imfW_exJaV2_yQRe9iZ70g/o.jpg,83,['restaurant_reservation'],region
japanese,Pabu,37.7931261046321,-122.398542836308,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/O14ADiG0PZcm45807RLQfg/o.jpg,916,[],region
newamerican,Nico,37.795885,-122.403146,False,4.0,https://s3-media3.fl.yelpcdn.com/bphoto/2NRt-blkT5xxedWofB9Gug/o.jpg,289,[],region
newamerican,20 Spot,37.75834,-122.42036,False,4.5,https://s3-media3.fl.yelpcdn.com/bphoto/jBhnv2K5YjZXwRdtWCYpzw/o.jpg,241,[],region
cafes,Tartine Inner Sunset,37.7654012467317,-122.466277216018,False,3.5,https://s3-media3.fl.yelpcdn.com/bphoto/cfy9LGxKnIJVPz4-RuM5KQ/o.jpg,107,[],region
indpak,August 1 Five,37.7805414,-122.4201278,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/vjIa2l4E95yKV3e6NLKCWA/o.jpg,705,['pickup'],region
hotdog,Dapper Dog,37.76227,-122.43494,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/qHPMqim34OsbYpeqEU_60Q/o.jpg,190,['pickup'],region
tradamerican,Louie's Bar,37.7895584106445,-122.399574279785,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/M5E3HCEXa-q4BziueWoggA/o.jpg,442,[],region
seafood,Alioto's Restaurant,37.808679,-122.416105,False,3.0,https://s3-media4.fl.yelpcdn.com/bphoto/NtX9L-PtIS_nQMVJnUSynw/o.jpg,1828,[],region
caribbean,Peaches Patties Jamaican Kitchen,37.7393606,-122.4180022,False,4.0,https://s3-media2.fl.yelpcdn.com/bphoto/Zo0IIh0dZ_KwpPl0YcaQ2g/o.jpg,42,"['pickup', 'delivery']",region
indpak,Urban Curry Restaurant,37.7978994,-122.4059649,False,4.0,https://s3-media1.fl.yelpcdn.com/bphoto/mHnJT-NpyN3t-3YpYjvaMg/o.jpg,659,"['pickup', 'restaurant_reservation', 'delivery']",region
